Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
ELECTCAST,EQ,112.7,5.61,6966.94,63.3,70.63
NAVINFLUOR,EQ,4303.9,1.46,21335.95,1.65,70.51
TARIL,EQ,529.45,5,15892.28,13.54,69.99
SHAKTIPUMP,EQ,855.95,1.13,10289.43,8.09,68.46
TDPOWERSYS,EQ,498,1.36,7777.94,13.38,67.21
VTL,EQ,514.35,2.91,14873.71,12.89,67.06
BASF,EQ,4950,8.25,21426.39,1.38,66.4
VIJAYA,EQ,921,1.23,9452.8,7.16,66.19
PNCINFRA,EQ,294,4.93,7542.25,22.57,65.91
NUVAMA,EQ,6803,1.43,24473.36,0.97,65.38
STAR,EQ,687,3.86,6331.58,9.49,65.33
NATCOPHARM,EQ,868,3.19,15546.74,7.48,64.7
ABSLAMC,EQ,727.9,2.82,20999.53,8.86,64.2
RENUKA,EQ,33.48,5.12,7126.18,192.25,64.02
TIMKEN,EQ,3098,0.06,23302.76,2.02,64
VOLTAMP,EQ,8640.5,0.72,12495.54,0.72,62.69
MARKSANS,EQ,254,5.22,11510.36,24.7,61.94
SILVERBEES,EQ,92.78,0.55,6589.36,64.53,59.72
ARKADE,EQ,167.27,1.6,3105.6,35.45,59.6
DCXINDIA,EQ,347.75,0.01,3873.46,16.46,57.94
NAM-INDIA,EQ,749.1,2.92,47545.57,7.78,57.52
FSL,EQ,374.45,1.55,26098.82,15.35,57.39
LINDEINDIA,EQ,7350,2.4,62683.9,0.77,56.66
ZYDUSWELL,EQ,1836,0.48,11682.86,3.05,56.48
GRANULES,EQ,512,1.27,12418.24,10.8,55.55
AZAD,EQ,1840.1,1.13,11883.69,2.99,55.24
JBMA,EQ,726.85,0.11,17189.59,7.59,55.18
JINDALSAW,EQ,222.32,2.39,14217.55,24.52,54.64
WAAREERTL,EQ,1043,1.42,10872.92,5.19,54.42
SIGNATURE,EQ,1249,1.04,17549.79,4.38,54.36
GRINFRA,EQ,1318,9.11,12750.37,4.15,54.1
BANCOINDIA,EQ,494.5,20,7073.19,11.06,54.05
VGUARD,EQ,381.95,1.85,16644.58,13.9,53.89
CRISIL,EQ,5140,2.48,37588.83,1.04,53.78
KIRLOSIND,EQ,3539.9,11.77,3686.11,1.54,53.19
AUBANK,EQ,688,0.46,51233.04,7.7,52.92
HSCL,EQ,462.8,0.19,22847.57,11.29,52.62
KPIL,EQ,1116.25,2.05,19062.49,4.7,52.54
SKFINDIA,EQ,4624.9,1.1,22864.56,1.14,52.45
EMAMILTD,EQ,639.5,0.5,27914.17,8.12,51.94
KTKBANK,EQ,202.52,3.68,7653.97,25.76,51.71
TIMETECHNO,EQ,377.5,5.43,8566.57,13.83,51.43
PSUBNKBEES,EQ,75.05,1.3,2801.06,68.45,51.39
GRWRHITECH,EQ,4206.8,5,9773.4,1.22,50.51
LIQUIDADD,EQ,1072.95,0.02,2390.04,4.7,50.48
UTIAMC,EQ,1162,3.73,14872.5,4.29,49.66
CEATLTD,EQ,3854.9,0.61,15593.11,1.27,49.22
EMBDL,EQ,105.75,1.76,19369.63,46.08,49.05
SGLTL,EQ,177.5,6.36,3540.98,27.54,48.67
LALPATHLAB,EQ,2800,0.01,23405.69,1.74,48.51
ARVIND,EQ,390.9,3.15,10234.46,12.34,48.46
63MOONS,EQ,860,5,3962.75,5.65,48.33
HOMEFIRST,EQ,1214.5,4.09,12529.29,3.92,47.7
PRAJIND,EQ,494.8,0.5,9095.07,9.57,47.59
IIFL,EQ,415.9,0.47,17669.92,11.4,47.01
DEEPAKFERT,EQ,1386.5,3.08,17502.87,3.43,46.96
UJJIVANSFB,EQ,45.01,0.94,8709.73,104.25,46.7
AWFIS,EQ,650,3.93,4612.59,7.21,46.63
HAPPSTMNDS,EQ,620,2.55,9441.04,7.53,46.54
BIOCON,EQ,341.85,0.72,41042.51,13.48,46.16
ACE,EQ,1282,1.83,15266.47,3.59,45.73
BHARTIHEXA,EQ,1689.7,1.26,84485,2.71,45.72
KITEX,EQ,289.88,5,5783.11,15.77,45.59
SBICARD,EQ,913.9,0.21,86947.82,4.92,44.9
LIQUIDBETF,EQ,1030.91,0.01,760.01,4.3,44.3
ONEPOINT,EQ,69.19,9.39,1781.49,67.23,43.84
GOKEX,EQ,1035,2,7396.78,4.18,43.55
SDBL,EQ,147.85,1.71,2882.9,28.91,42.78
INDIAMART,EQ,2377,1.14,14269.64,1.8,42.75
MOBIKWIK,EQ,278,1.4,2159.68,15.28,42.56
FOODSIN,EQ,109.4,17.04,803.16,39.21,42.43
ELECON,EQ,668.5,0.79,15001.14,6.2,42.01
MEDPLUS,EQ,903.55,2.03,10814.94,4.61,41.99
ICICIPRULI,EQ,623,1.2,90060.72,6.73,41.98
SIYSIL,EQ,785,8.36,3561.55,5.41,41.96
EQUITASBNK,EQ,65,2.83,7411.17,64.07,41.91
SHANKARA,EQ,804.9,8.51,1951.83,5.21,41.67
SARDAEN,EQ,471.9,3.77,16628.87,8.85,41.2
EIEL,EQ,216.7,0.73,3803.74,18.77,41.14
VGINFOTECH,ST,189,5,470.02,22.5,41.12
NFL,EQ,97.21,0.13,4768.91,42.13,41.03
TVSHLTD,EQ,11550,3.71,23368.08,0.36,40.77
MAHLIFE,EQ,351,1.17,5444.1,11.46,40.63
ITDCEM,EQ,673,2.96,11561.3,6.11,40.62
ACMESOLAR,EQ,248,5.93,15006.18,16.25,39.68
LTFOODS,EQ,384.6,3.71,13355.35,10.38,39.68
EUREKAFORB,EQ,628.1,5.52,12146.9,6.45,39.36
JBCHEPHARM,EQ,1662,0.9,25884.47,2.32,39.23
UNOMINDA,EQ,1008,1.87,57884.96,3.91,39.13
GREAVESCOT,EQ,215.8,0.84,5023.45,18.1,39.1
GOLDIAM,EQ,390.7,3.58,4172.49,9.98,38.76
PARKHOTELS,EQ,166.82,7.15,3559.51,23.65,38.75
ATUL,EQ,6828,0.6,20102.83,0.56,38.21
MEDIASSIST,EQ,477.8,2.07,3369.57,8.1,38.13
LTTS,EQ,4512.7,0.86,47780.67,0.84,38.12
GPPL,EQ,148.15,2.2,7162.16,25.52,38.09
CHOICEIN,EQ,689,0.7,13756.26,5.49,38.08
SCHAEFFLER,EQ,4206,2.95,65741.32,0.93,37.86
IPCALAB,EQ,1436,3.12,36431.93,2.62,37.72
BRIGADE,EQ,1118.2,0.87,27325.97,3.36,37.4
UDS,EQ,338,10.42,2263.02,11.03,37.13
FLUOROCHEM,EQ,3966,1.36,43566.51,0.92,36.72
ABREL,EQ,2174,1.34,24282.64,1.69,36.58
WABAG,EQ,1440,0.92,8955.42,2.53,36.52
POONAWALLA,EQ,395.5,0.09,30777.9,9.21,36.42
TRIDENT,EQ,29.76,1.29,15165.56,120.56,36.18
SAILIFE,EQ,750.9,0.03,15653.33,4.74,35.47
GNFC,EQ,515.15,0.92,7569.65,6.84,35.26
HITECH,EQ,94.99,1.09,1929.32,36.98,35.2
JUNIORBEES,EQ,721.7,0.48,6165.28,4.87,35.15
QUADFUTURE,EQ,472.8,0.29,1891.2,7.32,35.14
BAJAJHIND,EQ,23.37,1.74,2985.19,149.27,34.93
SPARC,EQ,166.3,3.48,5396.43,20.57,34.44
CARERATING,EQ,1535,0.92,4594.58,2.24,34.29
BIKAJI,EQ,726.35,1.21,18201.8,4.73,34.1
MOIL,EQ,365.55,0.45,7438.4,9.23,34
PHARMABEES,EQ,22.33,0.81,911.03,152.13,33.96
CAMLINFINE,EQ,199.9,3.34,3756.54,17.05,33.95
CPSEETF,EQ,92.71,0.29,38241.27,36.32,33.77
ALOKINDS,EQ,19.17,3.85,9518.37,176.28,33.76
ABDL,EQ,393,0.78,10992.61,8.63,33.75
APTUS,EQ,330.5,1.13,16518.86,10.11,33.45
BOMDYEING,EQ,146.84,2.28,3032.76,22.53,33.08
TATAINVEST,EQ,6329.5,1.94,32024.29,0.52,32.67
GODREJIND,EQ,1150,0.59,38726.49,2.83,32.37
PSB,EQ,31.48,4.17,22336.9,100.51,31.75
VINATIORGA,EQ,1855,4.32,19229.97,1.71,31.53
EIDPARRY,EQ,985.1,2.53,17512.94,3.21,31.27
INTERARCH,EQ,1849.8,2,3078.15,1.7,31.19
BBOX,EQ,470,6.62,7959.3,6.75,30.91
VADILALIND,EQ,6870,0.81,4938.04,0.46,30.84
RADICO,EQ,2580,0.33,34526.51,1.19,30.77
AFCONS,EQ,466.05,0.03,17140.6,6.56,30.76
KNRCON,EQ,238.24,1.41,6700.13,12.89,30.74
ALEMBICLTD,EQ,113.3,5.83,2909.34,27.24,30.65
GOODLUCK,EQ,901.3,10.92,2950.72,3.51,30.64
SCHNEIDER,EQ,665.05,1.84,15901.61,4.55,30.29
GSFC,EQ,205.9,0.33,8204.65,14.63,30.28
DAMCAPITAL,EQ,229.48,3.11,1622.1,13.06,29.71
GABRIEL,EQ,633.5,3.39,9099.84,4.66,29.41
FINCABLES,EQ,964.3,0.28,14747.94,3.02,29.15
IOLCP,EQ,81.37,1.41,2388.43,35.45,28.76
ICIL,EQ,342,1.76,6773.46,8.44,28.63
INDIASHLTR,EQ,888.8,0.75,9592.44,3.14,27.77
SHARDAMOTR,EQ,1845,6.81,5295.86,1.5,27.75
GANESHHOUC,EQ,1013,1.64,8447.11,2.74,27.72
DODLA,EQ,1150,2.02,6937.7,2.38,27.49
ONESOURCE,EQ,1614,1.1,18469.97,1.68,27.23
VISHNU,EQ,490,7.12,3298.45,5.57,26.96
NIBE,EQ,1594.1,5,2279.02,1.7,26.87
AARTIDRUGS,EQ,476,4.63,4344.45,5.56,26.48
LUMAXTECH,EQ,648.45,4.55,4419.69,4.04,26.26
HIKAL,EQ,405.4,4.31,4998.61,6.45,25.93
PGHH,EQ,14402,0.37,46749.95,0.18,25.87
SANDUMA,EQ,525.05,0.97,8507.64,4.82,25.61
LXCHEM,EQ,200.1,1.84,5544.1,12.72,25.46
AIIL,EQ,2170,0.92,36856.39,1.17,25.3
VINCOFE,EQ,98.7,0.06,1240.5,25.42,25.26
NAVNETEDUL,EQ,151.66,2.14,3430.75,16.32,25.09
SULA,EQ,312.5,2.32,2637.8,7.99,25.05
IGIL,EQ,386,1.95,16681.36,6.51,24.99
GODIGIT,EQ,303.85,1.44,28046.14,8.19,24.7
BAJAJHCARE,EQ,569.95,2.68,1800.09,4.29,24.69
KOLTEPATIL,EQ,381.1,1.83,2896.53,6.43,24.67
RATEGAIN,EQ,505,3.31,5961.7,4.95,24.64
LUXIND,EQ,1587.1,1.46,4772.68,1.54,24.61
PARAGMILK,EQ,221.1,3.07,2639.4,11.35,24.61
PRAXIS,EQ,11.63,4.96,215.05,211.05,24.55
SILVERADD,EQ,93.01,0.02,490.56,26.3,24.54
CASHIETF,EQ,1010.99,0.01,149.67,2.41,24.4
MOSCHIP,EQ,184,0.48,3525.03,13.12,24.37
EIHOTEL,EQ,377.3,0.56,23594.99,6.39,24.16
SURYAROSNI,EQ,293.5,0.36,6387.61,8.13,23.94
MANORAMA,EQ,1429,3.24,8516.7,1.7,23.86
WHIRLPOOL,EQ,1299,0.2,16480.65,1.83,23.85
PNGJL,EQ,556.1,2.25,7546.74,4.21,23.58
KERNEX,EQ,893,0.59,1496.62,2.59,23.46
DCBBANK,EQ,143,0.41,4496.24,16.34,23.38
OPTIEMUS,EQ,583.1,4.89,5087.72,4.03,23.33
WELCORP,EQ,789,0.91,20768.21,2.94,23.15
FINPIPE,EQ,192.25,0.35,11928.67,11.96,23.09
NOCIL,EQ,186.5,1.26,3115.01,12.37,23.01
BIRLACORPN,EQ,1403.5,1.41,10807.7,1.64,22.97
JKTYRE,EQ,354.85,0.98,9723.6,6.5,22.96
INFIBEAM,EQ,19.75,4.28,5509.25,117.36,22.9
AJANTPHARM,EQ,2634,1.17,32901.85,0.86,22.8
VENTIVE,EQ,779,3.42,18192.89,2.89,22.43
INDIGRID,IV,150.25,0.45,12539.24,14.84,22.25
SENORES,EQ,516,4.01,2376.37,4.31,22.05
AJAXENGG,EQ,697.5,3.85,7979.87,3.2,22.02
RALLIS,EQ,296.7,1.92,5769.89,7.39,22.01
SFL,EQ,663.7,1.68,7214.82,3.27,21.7
KIRLPNU,EQ,1223.1,0.91,7938.16,1.74,21.47
CHOLAHLDNG,EQ,1884,0.86,35377.27,1.13,21.29
APS,SM,503.35,6.62,993.61,4.18,21.15
DMCC,EQ,251.15,0.44,626.37,8.39,21.14
DYCL,EQ,857,2.98,2076.45,2.43,21.01
AGI,EQ,861,2.86,5570.44,2.45,21
PATELENG,EQ,43.7,1.32,3689.92,47.63,20.8
HCL-INSYS,EQ,22.55,10,742.37,91.79,20.39
HINDWAREAP,EQ,223.01,8.61,1865.4,9.17,20.21
RTNPOWER,EQ,11.1,2.49,5960.82,179.8,19.99
RPSGVENT,EQ,924.35,9.03,3058.34,2.19,19.99
CHALET,EQ,920.4,1.94,20106.64,2.18,19.94
NORTHARC,EQ,217.8,1.19,3514.84,9.17,19.94
THOMASCOOK,EQ,146.3,4.19,6881.67,13.68,19.92
GPIL,EQ,202.15,0.22,13529.07,9.69,19.75
SAMHI,EQ,187,0.83,4136.56,10.47,19.52
QUESS,EQ,372.4,2.06,5546.88,5.21,19.41
SENCO,EQ,368.1,1.69,6025.1,5.31,19.34
NDTV,EQ,147.5,13.48,950.95,13.35,19.08
RAIN,EQ,150,1.69,5045.19,12.6,18.98
EPIGRAL,EQ,1953,6.34,8425.5,0.98,18.89
LIQUID1,EQ,1050.73,0.02,1323.36,1.79,18.82
DIAMONDYD,EQ,1223,4.55,2919.72,1.55,18.72
ELGIEQUIP,EQ,481,0.51,15243.32,3.87,18.67
ORIENTHOT,EQ,155.51,0.84,2777.4,11.71,18.66
ABBOTINDIA,EQ,30700,0.46,65235.36,0.06,18.62
JKPAPER,EQ,356,0.78,6030.72,5.22,18.49
HPL,EQ,456.2,3.08,2933.39,4.04,18.4
BALAMINES,EQ,1448,3.17,4691.66,1.27,18.18
WESTLIFE,EQ,704,1.37,10957.33,2.57,18.04
ITI,EQ,281.1,0.57,27010.53,6.31,17.95
STYRENIX,EQ,2951,2.84,5189.52,0.61,17.95
GOACARBON,EQ,509.7,5.65,466.43,3.44,17.87
BAYERCROP,EQ,5065,0.48,25379.32,0.35,17.85
SUDARSCHEM,EQ,1095,1.77,8603.73,1.63,17.85
EXICOM,EQ,183.99,6.17,2225.16,9.82,17.84
POLYPLEX,EQ,1306.3,1.63,4100.8,1.37,17.8
DBL,EQ,487,2.98,7120.67,3.66,17.77
GLOBUSSPR,EQ,1103,1.49,3186.38,1.61,17.66
NIITLTD,EQ,140,0.47,1898.61,12.57,17.66
CRAFTSMAN,EQ,5314,1.23,12676.86,0.33,17.55
PCJEWELLER,EQ,12.61,0.64,8014.01,136.26,17.41
SUNTECK,EQ,407,1.62,5962.11,4.24,17.4
AKZOINDIA,EQ,3601,0.07,16399.07,0.47,17.32
AEROFLEX,EQ,168.81,0.85,2183.06,10.16,17.31
MINDACORP,EQ,516.4,2.73,12346.06,3.32,17.2
JAICORPLTD,EQ,111.21,4.99,1951.79,15.44,17.09
MAHSEAMLES,EQ,700,0.46,9379.95,2.4,16.93
EPACK,EQ,372.7,2.69,3576.72,4.56,16.85
GENESYS,EQ,714.45,1.85,2849.54,2.34,16.74
SSWL,EQ,245,5.95,3844.77,6.89,16.65
NSLNISP,EQ,39.06,1.45,11446.95,42.55,16.64
NIACL,EQ,181.67,1.47,29939.22,9.15,16.64
SUNFLAG,EQ,274.5,5.76,4947.02,6.15,16.48
CYIENTDLM,EQ,489,0.88,3878.07,3.32,16.33
HDFCSML250,EQ,165.99,0.88,1119.71,9.84,16.32
THEMISMED,EQ,168.2,11.32,1548.11,9.84,16.31
GTLINFRA,EQ,1.54,3.36,1972.6,1056.78,16.27
GHCL,EQ,634.75,2.87,6078.04,2.57,16.27
TRIVENI,EQ,434.2,0.95,9504.55,3.68,16.07
THANGAMAYL,EQ,1939,0.43,6026.8,0.83,16.01
ANANDRATHI,EQ,1830,0.75,15192.78,0.87,15.92
RTNINDIA,EQ,48.79,0.35,6744.09,32.63,15.88
JUBLINGREA,EQ,700,1.22,11149.68,2.26,15.8
IWEL,EQ,10829.5,3.34,13046.92,0.15,15.8
GRMOVER,EQ,312.8,2.66,1876.8,5.12,15.8
INDOTECH,EQ,2654.7,5,2819.29,0.6,15.79
ACI,EQ,612,2.3,7553.77,2.57,15.77
SERVOTECH,EQ,128,2.32,2875.46,12.28,15.76
ALLCARGO,EQ,32.25,0.94,3169.47,48.74,15.76
SHRIPISTON,EQ,2392,1.52,10536.72,0.65,15.51
GODREJAGRO,EQ,748.85,2.2,14400.28,2.07,15.47
ROTO,EQ,270,0.63,1696.01,5.69,15.44
GLAND,EQ,1484.9,1.05,24464.68,1.04,15.44
VISAKAIND,EQ,85.48,15.19,738.59,18.59,15.39
AXISCADES,BE,979.85,5,4164.13,1.58,15.33
CELLO,EQ,620.25,3.34,13700.39,2.48,15.32
SUPRIYA,EQ,702,0.78,5649.89,2.17,15.29
HGINFRA,EQ,1231.9,0.37,8028.43,1.23,15.28
JINDRILL,EQ,683.5,3.23,1980.86,2.24,15.18
SCILAL,EQ,53.65,2.44,2499.01,28.02,15.16
GILLETTE,EQ,8642,0.37,28160.14,0.17,15.13
GUJALKALI,EQ,653.05,0.11,4796.34,2.28,15.12
UNIVCABLES,EQ,580.2,4.03,1856.05,2.55,15
RAYMONDLSL,EQ,1019,1.01,6208.12,1.47,14.93
AIAENG,EQ,3325.9,0.49,31037.42,0.45,14.93
BLACKBUCK,EQ,477.8,4.6,8515.52,3.18,14.89
INOXINDIA,EQ,1165,0.38,10573.95,1.27,14.83
CONCORDBIO,EQ,1520.2,1.42,15903.76,0.97,14.83
DANISH,SM,1039.95,6.81,2047.83,1.45,14.8
MHRIL,EQ,361.9,1.42,7310.99,4.13,14.77
ANURAS,EQ,950,0.34,10443.48,1.55,14.75
GOLDIETF,EQ,80.9,0.85,7520.71,18.22,14.75
TARC,EQ,164.25,2.4,4846.96,8.89,14.71
VESUVIUS,EQ,5557,3.61,11278.53,0.27,14.65
JCHAC,EQ,1794.9,0.98,4880.49,0.82,14.64
BAJAJCON,EQ,174.5,3.25,2391.57,8.35,14.5
PTC,EQ,187.14,0.62,5539.5,7.73,14.49
MPSLTD,EQ,2598,0.77,4444.09,0.55,14.47
KAYA,EQ,342.35,20,448.39,4.3,14.46
ZODIAC,EQ,529.7,19.99,799.64,2.75,14.45
RIIL,EQ,928,0.24,1401.28,1.55,14.43
JAMNAAUTO,EQ,90.9,3.68,3626.73,16.14,14.39
SYNCOMF,EQ,18.95,8.35,1781.3,75.93,13.98
IONEXCHANG,EQ,566,1.36,8301.33,2.42,13.82
CEWATER,EQ,603,2.77,1247.98,2.27,13.8
GROWWRAIL,EQ,39.2,1.66,40.24,34.86,13.73
EMCURE,EQ,1075,1,20369.46,1.26,13.65
SJS,EQ,1095,0.33,3430.16,1.24,13.56
ZEEMEDIA,EQ,15.09,4,943.77,88.54,13.49
MARINE,EQ,211.4,1.99,2916.14,6.33,13.49
NETWORK18,EQ,47.68,0.17,7352.26,28.04,13.46
VAIBHAVGBL,EQ,254.9,1.61,4238.53,5.24,13.45
CAPACITE,EQ,362.9,0.85,3070.28,3.65,13.34
GALAXYSURF,EQ,2276.8,1.23,8072.34,0.57,13.25
HONASA,EQ,268.5,2.6,8731.18,4.98,13.2
UNIECOM,EQ,139.48,2.36,1440.32,9.33,13.14
HCG,EQ,608.7,2.54,8486.21,2.18,13.13
SUNDARMFIN,EQ,5105,0.21,56718.52,0.25,13
TIRUMALCHM,EQ,262.8,3.1,2690.76,4.95,12.9
ZFCVINDIA,EQ,13590,2.79,25776.95,0.1,12.87
CENTUM,EQ,2060,2.77,3029.67,0.63,12.84
KIRLOSBROS,EQ,1919,1.76,15238.57,0.67,12.82
ASTRAZEN,EQ,7970,1.69,19925,0.16,12.72
KRSNAA,EQ,649,0.34,2095.61,1.94,12.65
MID150BEES,EQ,215.65,0.2,2184.97,5.84,12.6
GREENPLY,EQ,308.5,6.78,3852.34,4.14,12.49
SKYGOLD,EQ,341.85,0.93,5014.9,3.66,12.44
CLSEL,EQ,361,1.91,1795.09,3.44,12.41
MANGCHEFER,EQ,246.35,3.64,2919.62,5.14,12.35
SMALLCAP,EQ,45.19,0.85,613.58,27.32,12.31
JKCEMENT,EQ,5275,0.45,40759,0.23,12.3
SUNTV,EQ,636,1.08,25063.78,1.92,12.28
KSL,EQ,820,0.87,3579.55,1.46,12.06
CMSINFO,EQ,482.75,0.63,7934.72,2.51,12.06
TAJGVK,EQ,424.3,2.3,2660.42,2.83,12.03
SIRCA,EQ,290.9,6.42,1594.39,4.15,12.02
EMIL,EQ,133.5,1.17,5136.4,9.1,11.99
TFCILTD,EQ,206.64,2.24,1913.39,5.85,11.99
HDFCGOLD,EQ,80.84,0.74,8775.1,14.76,11.88
INDIANHUME,EQ,438,7.12,2307.46,2.72,11.84
DELTACORP,EQ,94.45,0.93,2529.1,12.48,11.8
JYOTICNC,EQ,1259,0.02,28632.57,0.94,11.79
PARACABLES,EQ,60.6,5.83,1848.5,19.84,11.75
PGIL,EQ,1187.1,1.65,5452.42,1,11.74
VSTIND,EQ,295.75,1.55,5023.64,3.89,11.56
ZUARI,EQ,216.27,2.64,909.59,5.3,11.37
ECOSMOBLTY,EQ,222.6,0.03,1335.6,5.12,11.33
RHIM,EQ,474.85,2.24,9805.72,2.4,11.32
DCAL,EQ,216.61,1.04,3396.08,5.15,11.24
PENIND,EQ,200,3.3,2698.92,5.63,11.13
GOLDETFADD,EQ,92.02,0.89,736.92,12.04,11.06
MASFIN,EQ,277.7,0.91,5038.96,3.99,10.98
MANGLMCEM,EQ,803.95,4.72,2210.65,1.37,10.86
SETFGOLD,EQ,80.8,0.82,7851.2,13.39,10.79
RAYMOND,BE,637.9,4.99,4246.74,1.69,10.78
PRUDENT,EQ,2628,3.81,10881.68,0.41,10.69
NXST,RR,132.5,0.46,20073.75,8.14,10.68
DCW,EQ,79.61,0.35,2349.73,13.23,10.66
MOL,EQ,80.46,0.66,2046.21,13.13,10.6
LIQUIDPLUS,EQ,1032.83,0.02,303.45,1.03,10.59
VIESL,SM,182,14.72,448.49,5.83,10.58
VENUSPIPES,EQ,1326.1,1.1,2709.37,0.8,10.57
VSSL,EQ,266.8,3.43,2180.65,3.91,10.49
GULFOILLUB,EQ,1250.3,1.61,6164.54,0.84,10.48
CUPID,EQ,94.85,2.1,1399.94,11.17,10.47
PRINCEPIPE,EQ,290.1,1.75,3207.38,3.62,10.46
UPLPP1,E1,429.8,0.36,3934.68,2.43,10.43
PITTIENG,EQ,999.5,1.34,3763.48,1.04,10.43
ETHOSLTD,EQ,2809,3.06,6876.56,0.37,10.31
PSPPROJECT,EQ,670.5,0.33,2657.98,1.54,10.29
INDIACEM,EQ,322.3,0.77,9987.99,3.21,10.28
SHILPAMED,EQ,713.85,0.83,6980.8,1.44,10.24
GEOJITFSL,EQ,87.5,0.25,2441.47,11.62,10.19
AKUMS,EQ,552.85,1.18,8701.53,1.85,10.19
BHAGCHEM,EQ,309.5,2.84,4013.26,3.27,10.17
SPIC,EQ,87.97,1.37,1791.42,11.25,9.92
RGL,EQ,130.35,3.48,1397.75,7.59,9.9
STYLAMIND,EQ,1800,3.45,3050.65,0.54,9.73
ALKYLAMINE,EQ,1782.5,0.69,9115.07,0.54,9.62
ORIANA,SM,1586.1,5,3222.82,0.61,9.58
UGROCAP,EQ,192.21,2.66,1791.08,4.98,9.53
BEPL,EQ,116.61,3.07,2901.94,8.15,9.49
V2RETAIL,BE,1889,2.4,6533.93,0.5,9.49
ITDC,EQ,610,2.13,5231.93,1.54,9.45
VPRPL,EQ,181.9,0.27,2267.27,5.11,9.39
GANDHAR,EQ,165.5,4.72,1619.91,5.71,9.38
TATAGOLD,EQ,9.22,0.55,637.64,102.12,9.36
DALMIASUG,EQ,445,0.18,3601.8,2.06,9.24
COSMOFIRST,EQ,685.1,3.65,1798.37,1.35,9.22
NITINSPIN,EQ,395.95,1.8,2226.03,2.29,9.18
AGARWALEYE,EQ,402.2,1.12,12711.12,2.27,9.14
HARIOMPIPE,EQ,396.7,2.15,1228.47,2.32,9.12
STOVEKRAFT,EQ,623.05,0.44,2060.79,1.43,9.06
IGPL,EQ,490,3.74,1508.95,1.85,9.02
ZOTA,EQ,982,0.54,2890.03,0.9,8.99
TALBROAUTO,EQ,280,3.63,1728.39,3.14,8.87
CARBORUNIV,EQ,1000,1.68,19042.27,0.88,8.79
SUBEXLTD,EQ,14.35,0.7,806.47,60.44,8.79
SIGACHI,EQ,44.59,0.88,1486.84,19.38,8.65
GREENPOWER,EQ,13.6,3.11,1595.31,63.15,8.6
EMUDHRA,EQ,764.15,1.17,6328.06,1.12,8.56
SUBROS,EQ,697.9,5.53,4552.8,1.24,8.56
PRSMJOHNSN,EQ,144.33,1.24,7264.95,5.83,8.5
FINOPB,EQ,252.8,1.26,2103.76,3.32,8.47
TIL,EQ,275.58,5,1835.42,3.09,8.46
HINDOILEXP,EQ,191.55,1.25,2534.1,4.4,8.43
JKIL,EQ,706,1.77,5341.98,1.17,8.27
BLKASHYAP,EQ,74.5,2.9,1679.53,11.11,8.27
CAMPUS,EQ,259.49,0.44,7924.78,3.16,8.23
RATNAVEER,EQ,166,4.96,880.62,5.06,8.23
IMAGICAA,EQ,66.25,1.52,3748.7,12.38,8.22
MCLOUD,EQ,77,2.12,4499.84,10.63,8.2
APOLLOPIPE,EQ,410,4.67,1805.98,2.02,8.19
NACLIND,BE,202.56,5,4039.84,4.07,8.19
FINEORG,EQ,4567.3,0.64,14003.33,0.18,8.17
RAMASTEEL,EQ,11.17,1.45,1736.08,73.43,8.17
GOCOLORS,EQ,920.85,4.26,4973.42,0.91,8.17
NRBBEARING,EQ,271,4.5,2626.6,3.05,8.15
TBZ,EQ,206.8,0.82,1379.99,3.88,8.13
DSSL,EQ,1180,4.08,1501.59,0.68,8.12
AGIIL,EQ,858,2.52,2096.39,0.95,8.12
JKLAKSHMI,EQ,864.95,0.47,10177.87,0.93,8.07
ALPEXSOLAR,SM,880.8,3.89,2155.62,0.92,8.05
RATNAMANI,EQ,2855,0.58,20011.27,0.28,8.04
REPRO,EQ,582.05,9.64,833.7,1.39,8.01
VIMTALABS,EQ,1042.4,0.43,2317.73,0.76,8.01
LMW,EQ,17510,0.44,18705.93,0.05,8
CHEMPLASTS,EQ,440,4.27,6956.82,1.8,7.98
KAMDHENU,EQ,30.29,4.59,852.31,26.51,7.91
RESPONIND,EQ,193.8,3.85,5166.87,4.13,7.9
20MICRONS,EQ,242.95,9.39,857.29,3.36,7.89
BALMLAWRIE,EQ,217.49,0.75,3719.16,3.64,7.89
PVTBANIETF,EQ,27.72,0.07,3365.89,28.41,7.89
BFUTILITIE,EQ,762,0.32,2870.27,1.01,7.82
JINDWORLD,EQ,63.5,2.78,6366.52,12.23,7.78
DENTA,EQ,310,1.13,827.7,2.48,7.74
ABSLBANETF,EQ,56.7,0.96,2687.5,13.59,7.69
INDIGOPNTS,EQ,1034,0.56,4925.43,0.74,7.68
GEPIL,EQ,249,0.08,1673.96,3.04,7.6
VRLLOG,EQ,552,5.25,4828.26,1.4,7.59
TNPL,EQ,169.33,5.05,1171.94,4.48,7.46
ALPHA,EQ,48.37,0.14,646.84,15.41,7.46
BLISSGVS,EQ,124,3,1306.59,6,7.42
SALASAR,EQ,9.24,2.44,1595.54,79.88,7.41
FEDFINA,EQ,92.5,2.38,3447.94,8.02,7.4
MAHLOG,EQ,330.35,0.5,2382.86,2.17,7.31
SHRIRAMPPS,EQ,84.9,0.88,1446.3,8.65,7.28
ORIENTTECH,EQ,360.9,1.33,1502.85,2,7.24
