Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
OILIETF,EQ,11.65,-0.17,163.48,17.38,2.03
SINDHUTRAD,EQ,20.3,-1.17,3130.12,9.86,2.01
SELAN,EQ,571.05,-0.28,868,0.35,2.01
TRANSTEEL,SM,125.5,-1.18,253.24,1.58,1.99
BUTTERFLY,EQ,742,-1.78,1326.66,0.26,1.98
ADOR,EQ,991.6,-2.18,1725.66,0.19,1.94
RAJRATAN,EQ,408.1,-0.75,2071.96,0.46,1.89
MEDICO,EQ,53.7,-2.24,445.62,3.5,1.89
STCINDIA,EQ,131.3,-0.06,787.8,1.38,1.83
INTENTECH,EQ,101.9,-6.02,239.5,1.75,1.78
DPABHUSHAN,EQ,1549.8,-0.27,3511.91,0.11,1.77
TRACXN,EQ,59.79,-0.52,639.62,2.94,1.76
GOLDTECH,EQ,72.18,-4.3,249.61,2.32,1.69
THEJO,EQ,1998,-3.87,2167.01,0.08,1.69
IKIO,EQ,223.19,-0.29,1724.83,0.74,1.67
MARATHON,EQ,511.85,-3.42,2621.09,0.32,1.67
BOROSCI,EQ,142.4,-2.39,1266.41,1.17,1.67
SEAMECLTD,EQ,835,-1.04,2122.99,0.19,1.62
TVSSRICHAK,EQ,3026,-0.26,2317.02,0.05,1.58
ATALREAL,EQ,14.75,-1.67,163.75,10.58,1.57
ITETF,EQ,38.72,-1.1,133.29,3.98,1.54
RAMAPHO,BE,124,-0.38,438.79,1.2,1.54
SRD,EQ,63.3,-0.44,404.91,2.41,1.54
TARSONS,EQ,388,-1.05,2064.4,0.39,1.53
MONQ50,EQ,73.6,-0.8,81.51,2.06,1.52
ASHIANA,EQ,284.1,-0.18,2855.91,0.53,1.52
DRCSYSTEMS,EQ,19.79,-0.95,264.58,7.66,1.51
VRAJ,EQ,179.75,-3.84,592.86,0.83,1.51
SHANTIGEAR,EQ,489,-0.17,3751.41,0.3,1.5
JUBLCPL,EQ,1479,-2.89,2228.42,0.1,1.46
BFSI,EQ,27.12,-0.37,383.18,5.23,1.42
JAYNECOIND,EQ,44,-2.96,4272.39,3.19,1.42
ANNAPURNA,SM,281.05,-0.79,613.25,0.5,1.41
MAANALU,EQ,101,-0.06,546.26,1.39,1.41
JAYBEE,SM,187.65,-0.77,423.48,0.74,1.4
ESFL,SM,423,-3.56,1050.69,0.33,1.4
SAGCEM,EQ,227.1,-0.9,2968.37,0.61,1.39
NCLIND,EQ,221.15,-1.16,1000.32,0.62,1.37
GICL,SM,101,-0.98,251.69,1.32,1.35
MEDICAMEQ,EQ,441,-2.05,560.71,0.3,1.33
SWARAJ,SM,203.1,-4.63,447.11,0.65,1.32
WOMANCART,SM,263,-2.63,142.95,0.49,1.32
VILAS,SM,380.1,-0.5,930.48,0.34,1.32
MAXIND,EQ,189.5,-2.65,982.96,0.69,1.31
SENSEXIETF,EQ,930.55,-0.13,20804.38,0.14,1.29
BASML,EQ,31.87,-0.44,254.71,3.97,1.29
INDORAMA,EQ,43.21,-1.41,1128.27,2.91,1.27
OMAXE,EQ,79.98,-1.01,1462.84,1.59,1.27
SGBFEB32IV,GB,9500,-0.59,12147.48,0.01,1.26
ARIHANTSUP,EQ,366.3,-0.54,1507.69,0.34,1.25
VOLERCAR,SM,90.5,-7.93,100.85,1.34,1.24
TNPETRO,EQ,82.8,-0.01,744.96,1.48,1.23
MBLINFRA,EQ,43.9,-1.68,537.9,2.72,1.23
HEIDELBERG,EQ,198.7,-0.35,4502.8,0.62,1.23
MATRIMONY,EQ,503,-1.57,1084.64,0.24,1.22
APEX,EQ,222,-0.29,693.75,0.55,1.22
IRISDOREME,EQ,57.2,-2,544.35,2.06,1.22
SAHAJSOLAR,ST,275.4,-1.99,605.11,0.44,1.22
GANESHBE,EQ,128.65,-1.21,926.14,0.92,1.19
RNFI,ST,229,-0.97,571.42,0.52,1.19
FOSECOIND,EQ,4526.6,-2.15,2890.89,0.03,1.15
VINYAS,SM,880,-2.4,1107.46,0.13,1.15
ISFT,EQ,107.1,-3.02,174.7,1.05,1.15
RKSWAMY,EQ,212.8,-2.31,1074.16,0.53,1.15
TRANSWORLD,EQ,305.3,-0.16,670.36,0.37,1.14
SANOFICONR,EQ,4950,-1.09,11400.16,0.02,1.11
JNKINDIA,EQ,371,-0.78,2069.71,0.29,1.09
MANGALAM,EQ,79,-4.09,125.04,1.35,1.08
HDFCMOMENT,EQ,30.93,-0.06,122.53,3.49,1.08
SURANASOL,EQ,36.4,-1.52,179.11,2.82,1.04
SHARIABEES,EQ,515,-0.07,35.67,0.2,1.04
ALPL30IETF,EQ,27.51,-0.15,1783.73,3.76,1.04
STEELCAS,EQ,943.7,-0.88,1910.05,0.11,1.03
URAVIDEF,BE,517,-1.59,568.7,0.19,1.01
JPASSOCIAT,BE,2.85,-5,699.56,35.01,1
KUANTUM,EQ,111.2,-0.08,970.37,0.89,0.99
HDFCMID150,EQ,21.05,-0.33,126.61,4.6,0.97
DIFFNKG,BE,271.56,-5,1016.35,0.35,0.96
ENVIRO,SM,101.3,-4.7,190.34,0.92,0.95
FCSSOFT,EQ,2.68,-0.74,458.16,34.72,0.94
VENUSREM,EQ,338.2,-1.33,452.07,0.27,0.94
VINYLINDIA,EQ,303.9,-0.07,557.26,0.3,0.93
BARFLEX,SM,58.5,-3.94,144.78,1.56,0.92
VETO,EQ,109.17,-1.28,208.68,0.82,0.91
ALICON,EQ,777.35,-0.22,1264.11,0.12,0.91
POSITRON,ST,356,-1.96,270.57,0.25,0.9
OWAIS,ST,647.5,-5,1177.31,0.14,0.9
TNIDETF,EQ,90.02,-1.09,172.89,0.98,0.88
INDOBORAX,EQ,186.11,-0.69,597.23,0.47,0.88
UNIDT,EQ,198.69,-1.97,403.4,0.44,0.87
INNOVANA,EQ,349,-1.62,715.45,0.25,0.87
DIVOPPBEES,EQ,78.54,-0.08,70,1.09,0.85
ALANKIT,EQ,15.17,-0.2,411.35,5.54,0.84
RISHABH,EQ,278.9,-1.55,1071.18,0.3,0.84
PARSVNATH,EQ,21.65,-4.2,942.17,3.83,0.84
PFOCUS,EQ,96.6,-1.6,2897.87,0.83,0.82
REMUS,SM,2099,-4.92,1236.73,0.04,0.81
MCLEODRUSS,EQ,32.64,-0.91,340.94,2.45,0.81
KHADIM,EQ,295.5,-2.02,543.08,0.27,0.81
PVP,EQ,24.26,-3.23,631.74,3.29,0.81
INDOFARM,BE,165,-0.19,792.85,0.48,0.79
SESHAPAPER,EQ,278.25,-0.34,1754.87,0.28,0.79
AGARWALTUF,ST,139.65,-0.92,246.83,0.58,0.79
GREENLAM,EQ,246,-0.4,6276.63,0.32,0.78
NILKAMAL,EQ,1735.2,-1.24,2589.36,0.04,0.77
LINC,EQ,141.85,-0.53,843.85,0.54,0.77
FELIX,ST,160,-0.53,218.77,0.48,0.76
MOMOMENTUM,EQ,62.15,-0.22,128.18,1.22,0.76
PRIMESECU,EQ,245.05,-1.78,823.93,0.31,0.76
MOS,SM,286.5,-2.34,714.4,0.26,0.75
KLL,SM,87.5,-0.28,162.14,0.84,0.75
INM,ST,442,-2.64,309.2,0.17,0.74
CHEMCON,EQ,206,-1.19,754.59,0.36,0.74
SIMPLEXINF,EQ,280.3,-0.11,1884.37,0.26,0.73
SONAMLTD,EQ,40.1,-0.72,160.53,1.79,0.71
KODYTECH,ST,890,-2.03,1134.53,0.08,0.71
UDAICEMENT,EQ,30.08,-0.4,1686.1,2.32,0.7
DELAPLEX,SM,169,-1.74,153.96,0.42,0.7
PYRAMID,EQ,161.11,-0.62,592.64,0.43,0.7
CHEMBOND,BE,291.1,-2.27,391.48,0.23,0.69
REPL,EQ,207.85,-5.69,376.68,0.33,0.69
HDFCSENSEX,EQ,91.78,-0.02,1030.9,0.75,0.69
IT,EQ,40.42,-1.44,162.34,1.68,0.68
SETF10GILT,EQ,257.95,-0.15,3252.33,0.26,0.68
SPCL,ST,123,-0.97,296.62,0.55,0.67
HMAAGRO,EQ,33.57,-1.03,1681.08,1.98,0.67
ZTECH,ST,545.4,-0.25,781.57,0.12,0.66
MIDCAP,EQ,163.08,-0.05,67.78,0.4,0.66
IEL,EQ,17.85,-0.17,354.03,3.55,0.65
RUBFILA,EQ,75.7,-0.16,410.81,0.83,0.64
MANAKCOAT,BE,89.9,-2.29,667.68,0.7,0.64
RELCHEMQ,EQ,184,-1.24,138.8,0.32,0.63
APRAMEYA,SM,150,-5.06,285.6,0.4,0.62
MENONBE,EQ,115.62,-2.34,647.93,0.54,0.62
VINSYS,SM,402,-1.46,590.05,0.15,0.61
BSHSL,EQ,144,-3.28,1511.1,0.42,0.61
AURUM,EQ,193.49,-0.25,566.41,0.31,0.6
IRIS,BE,257.9,-4.99,529.68,0.23,0.6
BALAJEE,EQ,46.33,-0.28,377.92,1.28,0.6
SARTELE,SM,233,-3.28,1097.6,0.25,0.59
MHLXMIRU,EQ,223.98,-2.82,237.87,0.26,0.59
MBAPL,EQ,284,-1.22,2488.61,0.21,0.59
COOLCAPS,SM,786.2,-1.69,908.85,0.07,0.58
SURAJLTD,EQ,392.5,-2.06,720.79,0.14,0.57
CSLFINANCE,EQ,316.55,-1.46,721.18,0.18,0.57
PROPEQUITY,SM,219,-1.99,229.56,0.25,0.55
TEMBO,BE,499.7,-2,554.85,0.11,0.54
UTISENSETF,EQ,893.1,-0.52,48617.26,0.06,0.54
A2ZINFRA,EQ,13.8,-2.47,243.05,3.78,0.54
COMMOIETF,EQ,88.53,-0.17,73.62,0.6,0.53
UTINIFTETF,EQ,271.84,-0.53,63045.24,0.19,0.53
CAPITALSFB,EQ,286.6,-0.17,1296.78,0.18,0.53
KOKUYOCMLN,EQ,115.5,-1.67,1158.51,0.45,0.52
BSE500IETF,EQ,38.44,-0.1,361.43,1.35,0.52
UCAL,EQ,162.55,-2.42,359.46,0.31,0.52
HVAX,SM,595,-2.57,165.22,0.08,0.52
BEWLTD,ST,197.25,-1.1,257.87,0.26,0.52
SWELECTES,BE,604.5,-1.21,916.35,0.08,0.5
ATLANTAA,EQ,36.69,-4.4,299.02,1.37,0.5
PEARLPOLY,EQ,33.14,-1.81,55.79,1.48,0.5
EIFFL,EQ,211.25,-2.8,523.9,0.23,0.49
SHREEKARNI,SM,587.5,-1.98,415.48,0.08,0.49
ANMOL,EQ,18.2,-2.99,103.58,2.69,0.49
SAKAR,EQ,311.2,-1.16,683.08,0.16,0.49
NIF100IETF,EQ,28.17,-0.21,118.48,1.72,0.49
NINSYS,EQ,434.5,-2.35,807.13,0.11,0.47
HDFCPVTBAN,EQ,27.95,-0.04,721.11,1.69,0.47
THOMASCOTT,BE,351,-1.58,426.92,0.13,0.47
SASTASUNDR,EQ,261.15,-0.13,830.73,0.18,0.47
YUKEN,EQ,955,-0.85,1241.5,0.05,0.47
AVROIND,EQ,177.41,-5.96,236.15,0.25,0.47
HARDWYN,BE,13.99,-0.07,683.32,3.28,0.46
KARNIKA,ST,679.9,-1.18,843.04,0.07,0.45
CYBERTECH,BE,156.9,-0.79,488.44,0.28,0.45
AERON,SM,141.75,-0.63,241.26,0.31,0.45
HEXATRADEX,EQ,190,-3.71,1049.65,0.23,0.45
MAKEINDIA,EQ,144.1,-0.01,222.57,0.3,0.43
EMULTIMQ,EQ,42.1,-0.21,26.18,1,0.42
MGEL,EQ,12.85,-3.38,423.48,3.18,0.41
NIFTY50ADD,EQ,258.6,-0.2,362.35,0.16,0.41
IWARE,ST,78.25,-4.98,83.85,0.52,0.41
BLUEPEBBLE,ST,185.25,-5,75.58,0.22,0.41
FROG,ST,282.05,-0.76,437.99,0.14,0.41
PRITIKA,ST,73.75,-1.67,194.44,0.56,0.41
DCI,EQ,307,-1.92,442.69,0.13,0.4
PENTAGON,SM,71.7,-0.49,55.28,0.55,0.4
IEML,ST,142,-2.61,173.56,0.27,0.4
ESPRIT,SM,111.5,-4.29,244.69,0.35,0.39
AXISTECETF,EQ,403.68,-1.13,176.23,0.1,0.39
TEXMOPIPES,EQ,62.8,-1.1,183.34,0.63,0.39
LASA,EQ,17.83,-3.47,89.33,2.17,0.39
LEMERITE,ST,315,-0.32,739.65,0.12,0.39
CHEVIOT,EQ,1083.6,-0.08,633.03,0.04,0.39
AARTECH,EQ,58.01,-2.86,153.58,0.65,0.38
OBCL,EQ,55,-0.02,115.96,0.69,0.38
EVIETF,EQ,29.38,-0.2,18.74,1.28,0.38
PRAKASHSTL,EQ,6.71,-0.59,117.43,5.61,0.38
HARRMALAYA,EQ,207.6,-0.62,383.13,0.18,0.37
SATECH,ST,67.05,-4.96,87.55,0.53,0.37
GSEC10IETF,EQ,258,-0.16,572.53,0.14,0.37
EFFWA,SM,233,-0.49,539.33,0.16,0.37
PRIZOR,SM,156,-1.48,166.78,0.23,0.36
DESTINY,ST,86.7,-1.98,133.41,0.42,0.36
TUNWAL,SM,31.05,-2.66,171.71,1.16,0.36
CONSUMIETF,EQ,119,-0.23,61.73,0.3,0.36
SURANI,ST,129.9,-0.08,201.97,0.28,0.36
SAAKSHI,SM,139,-4.14,245.42,0.25,0.35
MURUDCERA,EQ,37.55,-1.57,227.35,0.93,0.35
SMLT,EQ,118.9,-2.22,162.77,0.28,0.35
SWASTIK,SM,40.2,-1.95,93.39,0.85,0.34
AVTNPL,EQ,65.32,-0.56,994.72,0.5,0.33
PENINLAND,BE,31.94,-2.02,1034.86,1.03,0.33
EMAMIPAP,EQ,99.65,-0.05,602.87,0.33,0.33
WEALTH,BE,870,-2.74,926.99,0.04,0.33
SADHAV,ST,91.35,-1.46,131.11,0.35,0.32
HITECHGEAR,BE,591.6,-3.28,1111.81,0.05,0.32
CREATIVE,EQ,738,-0.98,1051.04,0.04,0.32
LOTUSEYE,EQ,73.25,-2.11,152.33,0.43,0.32
COASTCORP,EQ,37.04,-0.46,248.08,0.84,0.32
MANAKALUCO,EQ,26.01,-4.06,170.45,1.15,0.3
PRATHAM,SM,181.75,-0.11,331.01,0.16,0.3
BROOKS,BE,135.6,-1.52,399.44,0.21,0.29
RAPPID,SM,266.85,-0.6,138.55,0.11,0.29
TRU,BE,8.9,-2.94,104.04,3.22,0.29
IL&FSENGG,BZ,40.9,-2.6,536.29,0.69,0.29
