Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
LUPIN,EQ,2028.8,-1.91,92638.36,8.25,168.89
CREDITACC,EQ,1121,-6.95,17904.57,14.9,168.62
PERSISTENT,EQ,5665.5,-0.59,88296.82,2.88,163.55
PROTEAN,EQ,1143.2,-19.99,4635.47,13.99,161.03
TEXRAIL,EQ,160.26,-1.83,6401.86,98.84,160.18
SCI,EQ,186.7,-1.1,8696.47,83.95,159.63
GRASIM,EQ,2723,-2.9,185301.81,5.76,158.34
ZEEL,EQ,128.3,-1.06,12323.46,121.85,156.95
KALYANKJIL,EQ,560,-0.07,57760.38,27.97,156.56
JSWSTEEL,EQ,1018.7,-0.3,249118.4,14.35,146.69
CROMPTON,EQ,351,-0.07,22597.7,41.2,146.08
CGPOWER,EQ,696.3,-0.02,106466.02,19.9,138.9
TITAN,EQ,3612,-0.6,320668.36,3.77,136.66
NMDC,EQ,70.19,-0.11,61709.77,193.53,136.44
IRCTC,EQ,805,-0.5,64400,16.55,134.1
HEXT,EQ,745,-3.37,45273.25,17.75,132.8
PIIND,EQ,3768.1,-0.04,57168.9,3.51,131.94
BALKRISIND,EQ,2687,-0.84,51944.33,4.77,129.79
ASIANPAINT,EQ,2331,-0.96,223589,5.53,129.79
INTELLECT,EQ,1052.25,-2.08,14617.04,11.98,129.1
MOTILALOFS,EQ,781.55,-0.94,46779.91,16.3,128.27
APARINDS,EQ,7850,-4.59,31532.13,1.6,126.29
GMRAIRPORT,EQ,87.46,-3.96,92348.8,138.54,123.3
SAIL,EQ,122.15,-0.27,50454.37,99,121.08
NIFTYBEES,EQ,279.78,-0.15,48224.74,42.89,120.07
IDFCFIRSTB,EQ,68.79,-0.68,50399.6,173.98,120.06
NAUKRI,EQ,1469.5,-2.65,95211.93,8.12,119.47
GODREJCP,EQ,1291.1,-0.65,132080.56,9.16,118.84
RBLBANK,EQ,211.6,-0.51,12881.09,54.96,117.58
REDINGTON,EQ,279.44,-0.26,21845.9,40.56,114.41
RELINFRA,EQ,278.5,-0.36,11032.25,40.23,113.21
PCBL,EQ,393.9,-0.28,14868.25,27.63,110.3
HCC,EQ,30.27,-0.49,5507.27,357,109.6
SWANENERGY,EQ,449.85,-1.25,14100.86,23.98,109.35
TECHM,EQ,1597.5,-1.21,156406.51,6.82,109.34
LTIM,EQ,5020,-0.55,148767.46,2.16,108.62
PGEL,EQ,788.9,-1.88,22353.22,13.55,107.35
KPITTECH,EQ,1343.9,-1.53,36842.19,7.78,104.84
GESHIP,EQ,962,-1.11,13734.2,10.8,104.72
IRB,EQ,50.69,-1.02,30611.69,204.88,104.32
IEX,EQ,197.6,-1.13,17619.85,52.17,104.08
MARICO,EQ,716.15,-1.14,92801.43,14.34,102.97
NESTLEIND,EQ,2404,-0.2,231783.38,4.23,101.9
HINDPETRO,EQ,405.4,-1.13,86261.92,24.89,101.29
VMM,EQ,125.5,-0.61,58038.27,79.6,100.83
GODFRYPHLP,EQ,8414,-3.49,43747.68,1.18,99.09
M&MFIN,EQ,264.95,-0.75,36827.29,36.65,97.33
MPHASIS,EQ,2531,-2.67,48145.78,3.78,96.44
BPCL,EQ,317.1,-0.94,137574.01,29.56,93.97
MRF,EQ,140000,-0.19,59376,0.07,92.69
DALBHARAT,EQ,2063.9,-0.3,38711.57,4.44,91.89
TATACONSUM,EQ,1150,-1.54,113792.33,7.86,90.7
LICI,EQ,855,-0.23,540787.3,10.54,90.62
MANKIND,EQ,2560.8,-0.46,105653.11,3.52,90.39
INDIAGLYCO,EQ,1722.6,-1.89,5333.43,5.25,90.3
HDFCLIFE,EQ,749.45,-0.15,161400,11.87,89.37
SONATSOFTW,EQ,389.5,-2.09,10922.55,22.61,89.02
ATHERENERG,EQ,314.05,-0.33,11697.1,27.91,88.89
TORNTPOWER,EQ,1425,-1.23,71806.25,5.68,82.02
FORCEMOT,EQ,10639,-2.88,13865.72,0.75,80.84
SHYAMMETL,EQ,907.7,-3.2,25336.8,8.62,78.12
OIL,EQ,423,-0.21,68805.51,18.24,77.67
NEWGEN,EQ,1145,-1.2,16216.08,6.61,76.56
ABCAPITAL,EQ,215.25,-1.37,56131.77,34.01,73.56
TRITURBINE,EQ,603.9,-0.21,19196.59,12.12,73.34
FORTIS,EQ,686.5,-1.94,51827.88,10.32,71.17
MODEFENCE,EQ,90.19,-1.32,351.29,76.18,69.94
GLENMARK,EQ,1442.4,-0.43,40704.64,4.81,69.61
OFSS,EQ,8622.5,-0.85,74925.04,0.8,69.36
IXIGO,EQ,174.75,-1.43,6817.18,38.87,68.93
ATGL,EQ,676,-0.82,74347.16,9.97,67.58
MANYAVAR,EQ,738,-1.81,17929.27,8.93,66.06
ARE&M,EQ,1034.15,-0.15,18927.57,6.33,65.98
NH,EQ,1752.3,-1.26,35810.14,3.78,65.84
WEBELSOLAR,EQ,1415,-4.02,5972.2,4.57,65.3
MIDHANI,EQ,407.8,-2.39,7639.73,15.07,62.09
BOSCHLTD,EQ,31625,-0.09,93273.64,0.19,61.04
WELSPUNLIV,EQ,146.4,-1.79,14041.99,40.32,60
PNBHOUSING,EQ,1054.7,-1.62,27414.29,5.59,59.23
GICRE,EQ,434.95,-0.3,76307.63,13.46,58.74
SBFC,EQ,105.6,-2.1,11487.12,53.82,58.55
ORIENTCEM,EQ,355,-0.45,7293.83,16.24,57.81
OLECTRA,EQ,1285,-0.14,10547.37,4.45,57.31
MTARTECH,EQ,1632.6,-0.23,5021.81,3.37,55.84
APOLLOTYRE,EQ,488.3,-1.2,31011.98,11.28,55.63
SETFNIF50,EQ,263.6,-0.31,69397.64,20.71,54.66
GVT&D,EQ,1848,-0.72,47317.4,2.95,54.52
TI,EQ,353.6,-0.08,6846.9,14.86,52.32
PIDILITIND,EQ,3065.3,-0.84,155916.1,1.68,51.82
RCF,EQ,150.15,-0.31,8283.6,33.98,51.13
SBILIFE,EQ,1770,-0.19,177377.91,2.89,51.1
HERITGFOOD,EQ,409.9,-4.77,3803.71,12.38,50.86
RKFORGE,EQ,615,-1.39,11133.38,8,49.62
FACT,EQ,874,-0.86,56554.09,5.63,49.52
BALRAMCHIN,EQ,558.25,-0.08,11262.65,8.76,49.35
BSOFT,EQ,424.75,-1.15,11802.83,11.44,49.03
PETRONET,EQ,319.8,-0.25,47970,15.01,48.27
ZAGGLE,EQ,426.75,-2.93,5727.21,10.95,47.38
FIVESTAR,EQ,673.4,-0.85,19827.26,7.03,47.23
ASTERDM,EQ,583.45,-1.09,29144.09,7.9,46.92
ENGINERSIN,EQ,192.1,-0.74,10796.83,24.09,46.81
BLUEJET,EQ,820.8,-0.35,14238.04,5.55,46.16
SONACOMS,EQ,535.15,-1.42,33271.24,8.55,45.99
SWSOLAR,EQ,292.3,-1.9,6825.04,15.45,45.81
J&KBANK,EQ,103.6,-0.28,11408.25,43.73,45.79
TRANSRAILL,EQ,537.8,-0.1,7220.29,8.11,43.88
VIPIND,EQ,377,-1.11,5354.14,11.39,43.67
SAGILITY,EQ,46.36,-0.9,21702.64,91.05,43.11
LLOYDSENGG,EQ,51.8,-0.77,7633.01,80.15,42.26
AWL,EQ,269.1,-0.46,34974.35,15.49,42.1
KARURVYSYA,EQ,225.6,-0.07,18160.53,18.26,41.39
GAEL,EQ,115.99,-7.04,5320.12,35.34,40.93
ARVINDFASN,EQ,457.2,-2.44,6094.85,8.82,40.39
NAVA,EQ,459.1,-3.15,12992.59,8.73,40.35
ZENSARTECH,EQ,785,-1.72,17832.18,5.08,40.16
MANAPPURAM,EQ,228.9,-0.25,19374.89,17.5,40.09
CASTROLIND,EQ,211.1,-0.09,20880.37,18.77,39.81
COHANCE,EQ,1064.8,-1.33,27106.08,3.76,39.41
GENUSPOWER,EQ,328.7,-0.32,9990.12,11.7,38.79
KIRLOSENG,EQ,888,-0.84,12896.33,4.35,38.35
JPPOWER,EQ,15.01,-0.66,10287.04,248.39,37.81
PRICOLLTD,EQ,433.5,-1.14,5283.56,8.5,37.46
BORORENEW,EQ,563,-1.67,7457.88,6.38,36.08
NLCINDIA,EQ,237,-0.81,32863.29,14.63,35
SHARDACROP,EQ,632,-0.49,5701.94,5.39,34.4
SOBHA,EQ,1365,-0.55,14594.21,2.42,33.25
JSL,EQ,660.45,-0.4,54405.86,5.01,33.09
MRPL,EQ,137.9,-0.07,24168.34,23.08,32.12
ITBEES,EQ,40.7,-1.02,2263.8,78.3,31.88
SANGHVIMOV,EQ,331.8,-0.51,2872.59,9.64,31.64
CARTRADE,EQ,1619,-2.5,7686.86,1.92,31.2
MON100,EQ,178.39,-1.48,9002.18,17.06,30.55
KRN,EQ,788.95,-1.37,4903.84,3.82,30.39
NIFTYIETF,EQ,277.65,-0.44,29775.68,10.88,30.26
JSLL,SM,1999.5,-10.2,4970.79,1.52,30.21
MEDANTA,EQ,1182,-1.59,31747.03,2.53,29.9
CCL,EQ,755.85,-0.7,10092.71,3.92,29.88
ICEMAKE,EQ,844.9,-6.27,1333.23,3.47,29.63
ENDURANCE,EQ,2206,-0.38,31030.22,1.31,29.58
AETHER,EQ,742.05,-0.64,9838.86,3.97,29.55
PRIVISCL,EQ,2285,-1.54,8925.83,1.27,29.5
UNIMECH,EQ,1080.85,-1.44,5496.87,2.61,29.11
PVRINOX,EQ,991.75,-2.52,9738.98,2.89,28.96
SYRMA,EQ,521,-1.63,9282.03,5.45,28.89
DOMS,EQ,2798.8,-1.73,16985.14,1.02,28.71
REPCOHOME,EQ,418.1,-0.05,2615.69,6.84,28.57
ERIS,EQ,1433.8,-2.1,19526.21,1.95,28.1
CYIENT,EQ,1298,-0.48,14414.39,2.15,27.94
SYNGENE,EQ,641.9,-0.54,25838.85,4.33,27.92
GLAXO,EQ,2825,-0.13,47857.2,0.99,27.88
JAIBALAJI,EQ,107,-3.48,9761.15,25.36,27.8
WELENT,EQ,514,-0.69,7114.47,5.28,27.66
NESCO,EQ,937,-4.77,6602.1,2.91,27.29
GROWWDEFNC,EQ,83,-1.06,151.47,31.77,26.73
PTCIL,EQ,14050,-1.53,21052.7,0.19,26.56
BERGEPAINT,EQ,561.7,-2.5,65488.31,4.61,26.17
CUB,EQ,189.3,-2.21,14027.28,13.64,26.05
IKS,EQ,1605.1,-3.91,27539.21,1.56,25.48
DBREALTY,EQ,185.95,-2.67,10012.77,13.46,25.29
HONAUT,EQ,38105,-1.84,33690.62,0.07,25.27
BALUFORGE,EQ,609,-0.87,6665.01,4.08,25.01
SAREGAMA,EQ,530.05,-1.87,10219.87,4.55,24.35
E2E,EQ,2765,-2.02,5522.27,0.85,23.38
RRKABEL,EQ,1294.9,-1.6,14641.81,1.77,23.22
JSFB,EQ,489.4,-1.6,5146.54,4.66,23.15
JASH,EQ,547,-1.88,3432.71,4.17,23
ESCORTS,EQ,3525.9,-0.72,39446.98,0.63,22.45
TTML,EQ,60.57,-0.08,11841,36.71,22.37
JUSTDIAL,EQ,939.8,-1.27,7992.26,2.32,22.04
AFFLE,EQ,1690.9,-1.69,23756.52,1.29,21.91
TECHNOE,EQ,1270,-0.79,14770.05,1.7,21.81
JYOTISTRUC,EQ,19.74,-1.55,2347.07,107,21.39
SAPPHIRE,EQ,327.7,-1,10531.72,6.37,21.27
UBL,EQ,2045,-0.27,54070.85,1.03,21.22
MMTC,EQ,61.6,-0.28,9240,34.13,21.19
RAJESHEXPO,EQ,202.19,-0.43,5969.86,10.35,21.15
GMRP&UI,EQ,126,-1.22,9006.94,16.7,21.01
SUNDRMFAST,EQ,973.2,-0.85,20449.69,2.15,21
MAPMYINDIA,EQ,2048.9,-2.44,11150.13,1.01,20.85
WALCHANNAG,EQ,221,-2.84,1490.86,9,20.26
RAMCOCEM,EQ,998.35,-0.58,23590.25,2.02,20.21
DHANUKA,EQ,1598,-0.93,7203.52,1.24,20.2
TEAMLEASE,EQ,1989.2,-2.57,3335.67,1,19.97
DEVYANI,EQ,182.85,-2.16,22056.58,10.72,19.76
ECLERX,EQ,3286,-0.48,15657.91,0.6,19.61
INDRAMEDCO,EQ,431.4,-2.01,3954.77,4.42,19.36
EMSLIMITED,EQ,637.4,-0.05,3539.53,2.99,19.21
MANINFRA,EQ,166.8,-0.43,6259.83,11.11,18.77
MSUMI,EQ,57.3,-1.26,25332.95,32.49,18.74
AAVAS,EQ,1775,-0.82,14049.78,1.04,18.69
CANFINHOME,EQ,744,-1.35,9906.67,2.47,18.46
DIACABS,EQ,94.92,-0.32,5002.01,18.42,18.35
AADHARHFC,EQ,448,-2.06,19326.02,4.01,18.07
DHAMPURSUG,EQ,145.75,-2.16,953.02,12.35,17.93
ASIANENE,EQ,313.45,-7.32,1403.45,5.67,17.79
AVALON,EQ,868.5,-3.19,5774.18,1.98,17.43
MASTEK,EQ,2315,-1.2,7162.59,0.75,17.42
MTNL,EQ,43.68,-2.65,2751.84,39.23,17.38
HIMATSEIDE,EQ,160.75,-1.57,2021.31,10.43,17.13
UFLEX,EQ,611,-1.44,4412.12,2.75,16.73
ONWARDTEC,EQ,294.8,-5.81,668.95,5.49,16.55
SEPC,EQ,15.25,-0.33,2384.58,105.08,16.33
SYMPHONY,EQ,1273,-1.05,8741.87,1.26,16.29
ALIVUS,EQ,1140,-0.23,13979.72,1.39,15.84
CGCL,EQ,165.49,-1.16,13654.85,9.45,15.79
SEQUENT,EQ,178.11,-2.09,4458.13,8.8,15.71
IIFLCAPS,EQ,271.8,-1.08,8424.6,5.63,15.58
LEMONTREE,EQ,139.7,-0.45,11067.68,11.09,15.52
YATHARTH,EQ,502.7,-0.79,4843.73,3.06,15.45
FIRSTCRY,EQ,351.5,-2.03,18325.05,4.31,15.45
TBOTEK,EQ,1213,-1.99,13171.7,1.25,15.33
MAFANG,EQ,135.65,-1.39,3354.67,11.25,15.22
ASHAPURMIN,EQ,390.05,-3.82,3726,3.8,15.19
INDGN,EQ,597.1,-2.46,14333.71,2.47,15
SWARAJENG,EQ,4023,-2.06,4886.93,0.37,14.94
POWERMECH,EQ,2930,-1.12,9263.57,0.5,14.65
LTGILTBEES,EQ,28.86,-0.07,2696.3,49.86,14.39
BATAINDIA,EQ,1242.1,-0.51,15964.41,1.15,14.35
BIRET,RR,297.99,-0.1,18110.42,4.79,14.27
AIRTELPP,E1,1354.5,-0.36,53135.36,1.05,14.2
KALAMANDIR,EQ,119.99,-4.88,1840.24,11.58,14.04
SHAREINDIA,EQ,172.35,-1.74,3738.05,8.04,14.03
DREDGECORP,EQ,699.6,-1.46,1958.88,1.94,13.74
SOLARA,EQ,476.7,-0.15,1718.71,2.83,13.48
CLEAN,EQ,1275,-1.48,13549.08,1.05,13.42
MANINDS,EQ,327.1,-1.31,2117.49,4.04,13.34
RELAXO,EQ,434.5,-1.18,10816.38,3.02,13.26
RELIGARE,EQ,218,-0.24,7208.25,6.03,13.21
PAISALO,EQ,33.3,-2.72,3004.05,38.63,13.07
KRISHNADEF,SM,879,-4.54,1235.79,1.42,12.94
SAFARI,EQ,2267,-0.37,11082.58,0.57,12.91
SHAILY,EQ,1664,-0.45,7646.93,0.77,12.88
ANUP,EQ,2948,-1.44,5903.8,0.44,12.82
RAINBOW,EQ,1354.8,-0.95,13758.22,0.94,12.69
DYNAMATECH,EQ,6910.5,-3.17,4693.23,0.18,12.64
JGCHEM,EQ,346.5,-4.55,1357.8,3.61,12.59
LLOYDS-RE1,BE,15,-7.69,462.5,77.09,12.06
DHANI,EQ,61.4,-0.31,3703.85,19.34,11.97
NAVKARCORP,EQ,109.49,-0.37,1648.03,10.74,11.92
CSBBANK,EQ,355,-0.87,6158.75,3.31,11.9
GUJGASLTD,EQ,466.5,-0.63,32113.4,2.48,11.66
RUSTOMJEE,EQ,515,-0.72,6490.53,2.23,11.59
STLTECH,EQ,72.5,-4.13,3537.43,15.85,11.57
GSPL,EQ,349.05,-0.39,19693.8,3.23,11.4
ORISSAMINE,EQ,5558,-0.64,3334.8,0.2,11.33
PRAKASH,EQ,179.8,-0.65,3219.89,6.18,11.23
MSTCLTD,EQ,568.2,-0.88,4000.13,1.94,11.16
AJMERA,EQ,823.5,-0.3,3241.22,1.3,10.9
HEMIPROP,EQ,138.85,-1.55,3957.22,7.69,10.77
NELCO,EQ,924,-0.75,2108.42,1.15,10.76
METROPOLIS,EQ,1640,-0.54,8495.21,0.66,10.75
GANECOS,EQ,1577,-0.39,4014.57,0.67,10.74
LATENTVIEW,EQ,420,-0.67,8671.8,2.54,10.71
CERA,EQ,6502,-0.54,8385.98,0.16,10.7
BLUEDART,EQ,6912.5,-0.5,16401.93,0.15,10.7
GATEWAY,EQ,65.11,-0.15,3253.18,15.98,10.48
ORIENTELEC,EQ,232.6,-3.63,4962.89,4.38,10.34
FMCGIETF,EQ,60.29,-0.13,557.53,16.83,10.14
POKARNA,EQ,1032.7,-1.67,3201.78,0.97,10.07
ASAHIINDIA,EQ,744.1,-0.89,18088.32,1.36,10.07
SUMICHEM,EQ,530.1,-1.55,26459.72,1.81,9.65
BAJAJELEC,EQ,671.5,-0.09,7745.23,1.43,9.55
ROSSARI,EQ,697,-2.31,3858.85,1.35,9.39
AURIONPRO,EQ,1390,-0.88,7674.68,0.66,9.33
ROUTE,EQ,972.25,-0.96,6124.94,0.93,9.15
STYLEBAAZA,EQ,284.25,-0.35,2121,3.15,9.07
WINDMACHIN,EQ,371.5,-1.9,3138.37,2.39,8.99
BECTORFOOD,EQ,1560,-0.61,9578.11,0.57,8.96
WANBURY,EQ,303.5,-0.44,994.58,2.88,8.88
MUKANDLTD,EQ,108.65,-9.72,1569.94,7.96,8.83
DATAMATICS,EQ,609.25,-1.22,3601.06,1.43,8.77
SPAL,EQ,872,-2.88,2188.07,0.96,8.61
NIITMTS,EQ,347,-0.09,4728.06,2.46,8.5
REFEX,EQ,416.8,-1.83,5384.32,1.99,8.44
SALZERELEC,EQ,1068,-0.96,1888.52,0.78,8.37
PGINVIT,IV,83.13,-0.24,7564.82,9.99,8.32
VMART,EQ,3380,-0.74,6707.09,0.25,8.31
RBA,EQ,81.69,-0.79,4754.91,10.12,8.26
DEEPINDS,EQ,436.1,-1.97,2791.04,1.87,8.15
UTKARSHBNK,EQ,24.13,-0.45,2658.18,33.16,8.08
TVSSCS,EQ,129.33,-0.1,5705.65,6.1,7.99
ATULAUTO,EQ,482,-1.5,1337.61,1.59,7.84
PANACEABIO,EQ,531.65,-0.39,3256.4,1.47,7.83
DOLATALGO,EQ,95.8,-0.66,1686.08,7.82,7.56
SBC,EQ,14.65,-0.2,697.62,50.62,7.42
CIGNITITEC,EQ,1533,-1.77,4199.95,0.48,7.41
FUSION,EQ,179.4,-1.92,2907.76,4.06,7.37
TIPSMUSIC,EQ,635.9,-0.3,8128.81,1.15,7.33
TASTYBITE,EQ,10237,-3.55,2626.81,0.07,7.32
TATVA,EQ,756.15,-1.67,1768.79,0.94,7.23
AWHCL,EQ,588,-2.2,1668.87,1.21,7.14
GICHSGFIN,EQ,184.11,-2.92,991.45,3.85,7.09
KRISHANA,EQ,351.15,-0.28,2126.3,1.99,7.04
DDEVPLSTIK,EQ,268.1,-2.97,2774.21,2.56,6.93
TEGA,EQ,1448,-0.23,9634.34,0.47,6.9
SSEGL,SM,422,-4.6,1018.62,1.59,6.77
STERTOOLS,EQ,328,-2.6,1186.85,2.04,6.75
SANSERA,EQ,1219,-1.73,7548.27,0.55,6.69
PFS,EQ,36.9,-0.97,2370.03,17.77,6.66
DREAMFOLKS,EQ,275.74,-2.41,1468.86,2.36,6.58
ORCHPHARMA,EQ,758,-1.18,3844.51,0.85,6.51
ORIENTPPR,EQ,29.5,-5.21,625.95,21.26,6.42
SANOFI,EQ,6250.5,-0.56,14395.29,0.1,6.42
BIRLANU,EQ,2246,-4.16,1693.69,0.28,6.33
HONDAPOWER,EQ,2327.9,-2.18,2361.21,0.27,6.25
SAHANA,SM,1574,-1.02,1390.96,0.39,6.23
TMB,EQ,447.75,-0.08,7090.19,1.39,6.22
QUICKHEAL,EQ,295,-1.5,1593.37,2.08,6.21
ASMS,EQ,16.55,-2.65,504.07,37.32,6.17
ELGNZ,SM,148,-0.34,334.47,3.99,6.17
THYROCARE,EQ,970,-0.31,5140.36,0.63,6.09
HAPPYFORGE,EQ,819.9,-3.39,7726.92,0.73,6.04
HIRECT,EQ,1053,-1.02,1807.23,0.57,5.98
MINDSPACE,RR,388.35,-2.07,23657.65,1.51,5.91
KROSS,EQ,168.7,-3.56,1088.27,3.43,5.87
HNGSNGBEES,EQ,390.6,-0.82,921.3,1.44,5.65
NEOGEN,EQ,1533.9,-0.7,4046.68,0.37,5.64
VASCONEQ,EQ,48.75,-1.12,1103.15,11.43,5.6
EKC,EQ,131.36,-0.03,1473.96,4.12,5.51
KCP,EQ,220.06,-0.78,2837.04,2.47,5.49
INNOVACAP,EQ,922,-0.12,5276.14,0.58,5.41
ASALCBR,EQ,1105.6,-1.49,1998.84,0.48,5.36
3MINDIA,EQ,29600,-0.27,33344.61,0.02,5.35
754GS2036,GS,112.72,-0.15,167952.8,4.73,5.34
GARUDA,EQ,106.3,-0.59,989.03,4.96,5.33
CEIGALL,EQ,253.9,-1.44,4423.06,2.07,5.28
PDSL,EQ,424.15,-2.53,5994.02,1.23,5.28
SHREEPUSHK,EQ,292.9,-1.36,947.17,1.73,5.27
SATIN,EQ,172,-0.3,1900.1,3.01,5.22
FIEMIND,EQ,1612.9,-0.21,4245.1,0.32,5.21
GRINDWELL,EQ,1750,-1.69,19376,0.29,5.2
GREENPANEL,EQ,247.56,-2.3,3035.76,2.06,5.14
GARFIBRES,EQ,867.25,-2.15,8608.83,0.58,5.1
ARMANFIN,EQ,1484,-1.08,1556.8,0.34,5.04
INDOSTAR,EQ,313.05,-1,4264.88,1.59,5.04
IRBINVIT,IV,54.14,-0.15,3142.83,9.23,4.99
SPANDANA,EQ,295.4,-0.3,2106.35,1.68,4.98
BAJEL,EQ,205.05,-0.07,2370.43,2.42,4.95
SAKSOFT,EQ,181.33,-0.28,2403.55,2.67,4.86
JTLIND,EQ,71.5,-0.61,2810.53,6.73,4.86
VEEDOL,EQ,1680,-0.85,2927.23,0.28,4.82
ENTERO,EQ,1471.9,-0.51,6403.9,0.33,4.8
DEN,EQ,35.2,-0.14,1679.83,13.11,4.66
MOLDTKPAC,EQ,556,-2.06,1840.67,0.82,4.65
BARBEQUE,EQ,340.85,-1.35,1331.96,1.35,4.62
ROLEXRINGS,EQ,1500.5,-2.18,4086.36,0.3,4.6
AARTISURF,EQ,612,-1.61,517.66,0.73,4.58
SANSTAR,EQ,91.53,-1.89,1668.08,4.9,4.56
MVGJL,EQ,216.8,-1.23,1059.01,2.08,4.54
GOPAL,EQ,297,-1.13,3701.28,1.49,4.5
NUVOCO,EQ,355,-0.69,12679.04,1.23,4.37
UNIPARTS,EQ,335.5,-4.06,1514.24,1.26,4.26
TCPLPACK,EQ,3828,-0.22,3483.48,0.11,4.26
SANGAMIND,EQ,447.9,-1.22,2250.54,0.93,4.24
WINDLAS,EQ,941.1,-1.63,1972.48,0.45,4.24
KECL,EQ,134,-1.18,889.95,3.1,4.21
ESAFSFB,EQ,30.77,-0.97,1585.97,13.78,4.19
EIMCOELECO,EQ,2015.1,-0.8,1162.39,0.2,4.18
SASKEN,EQ,1483.1,-0.88,2242.68,0.28,4.15
ADFFOODS,EQ,231.97,-2.24,2548.51,1.76,4.12
MICEL,EQ,60,-1.54,1446.07,6.81,4.12
GPTHEALTH,EQ,157.3,-1.83,1290.72,2.57,4.11
MAHKTECH,EQ,23,-0.48,445.54,17.6,4.06
RADIANTCMS,EQ,69.15,-5.51,737.89,5.77,4.03
NDRAUTO,EQ,881.15,-1.73,2095.84,0.44,3.99
MANORG,EQ,558,-2.52,477.9,0.69,3.98
LIBERTSHOE,EQ,411.6,-2.2,701.37,0.94,3.92
APTECHT,EQ,165.65,-1.74,961.26,2.27,3.8
SMLISUZU,EQ,1704.1,-2.29,2466.11,0.22,3.79
MOM30IETF,EQ,31.15,-0.06,616.34,12.07,3.77
DENTALKART,SM,595,-6.07,988.99,0.62,3.73
LAXMIDENTL,EQ,401.55,-0.05,2207.01,0.91,3.72
HINDMOTORS,EQ,26.36,-0.26,550.03,13.8,3.67
BANSWRAS,EQ,140.3,-2.25,480.28,2.57,3.63
MAXESTATES,EQ,461.8,-0.92,7434.98,0.77,3.6
MASTERTR,EQ,161,-1.16,1807.48,2.2,3.58
ELIN,EQ,172.45,-2.21,856.37,2.04,3.55
GUJTHEM,EQ,336,-1.41,3661.23,1.02,3.44
ACLGATI,EQ,67.72,-1.74,996,4.95,3.39
NITCO,EQ,130.15,-1.57,2976.82,2.57,3.37
BLAL,EQ,206.1,-0.29,858.29,1.59,3.31
PREMIERPOL,EQ,55.49,-7.61,581.22,5.82,3.24
MMFL,EQ,359,-0.06,1733.31,0.89,3.19
DCMSRIND,EQ,183.15,-0.42,1593.26,1.71,3.17
BHARATWIRE,EQ,192.7,-2.85,1319.01,1.63,3.15
REMSONSIND,EQ,140.1,-1.13,488.65,2.13,3.08
ITIETF,EQ,40.6,-1.19,427.15,7.52,3.06
TOP10ADD,EQ,98.5,-0.01,751.24,3.1,3.04
SHOPERSTOP,EQ,521.1,-0.25,5735.18,0.57,2.99
FOCUS,EQ,105,-0.18,706.16,2.66,2.88
INFRABEES,EQ,928.2,-0.39,176.79,0.31,2.87
RPGLIFE,EQ,2160.2,-0.46,3572.76,0.13,2.86
EXCELINDUS,EQ,1170.1,-1.17,1470.9,0.23,2.78
RADHIKAJWE,EQ,91.3,-0.36,1077.34,3.01,2.77
RSYSTEMS,EQ,359.05,-0.53,4250.44,0.75,2.69
TVSELECT,EQ,403.8,-3.18,753.1,0.65,2.65
HDFCNIFTY,EQ,276.93,-0.31,4234,0.95,2.64
GALAPREC,EQ,895,-1.26,1136.45,0.29,2.63
BPL,EQ,86.19,-1.77,422.12,3.03,2.6
INDOAMIN,EQ,140.12,-0.5,1017.1,1.82,2.58
TVTODAY,EQ,175.7,-0.48,1048.38,1.46,2.58
MINDTECK,EQ,234.02,-0.26,747.75,1.08,2.54
PRESSTONIC,SM,109,-8.94,84.01,2.28,2.53
CONSOFINVT,EQ,191.14,-0.86,617.89,1.31,2.49
MASPTOP50,EQ,55.33,-0.77,933,4.42,2.44
JAGSNPHARM,EQ,212,-0.54,1408.5,1.11,2.39
ARUNAYA,ST,42.8,-3.39,75.06,5.12,2.38
GLOBAL,EQ,60,-8.8,305.41,3.96,2.38
SUYOG,BE,923,-0.94,1030.76,0.25,2.36
3IINFOLTD,EQ,25.43,-0.16,431.36,9.11,2.33
VSTTILLERS,EQ,3740,-1.02,3232.62,0.06,2.3
TAC,SM,1350.1,-0.52,1414.85,0.17,2.29
5PAISA,EQ,394.2,-0.37,1231.34,0.57,2.28
LAKSHYA,ST,173.05,-3.89,174.5,1.32,2.27
CELLECOR,SM,42.85,-0.35,932.75,5.28,2.26
OMINFRAL,EQ,135,-1.33,1300.1,1.63,2.23
NIFTYETF,EQ,266.8,-0.43,4660.21,0.82,2.2
CONSUMBEES,EQ,128.38,-0.12,169.91,1.71,2.2
KAMATHOTEL,EQ,241.52,-0.74,712,0.89,2.17
ESSARSHPNG,EQ,34.75,-1.61,719.24,6.17,2.17
NIFTY1,EQ,272.31,-0.07,3091.12,0.8,2.17
ANDHRAPAP,EQ,77.08,-0.58,1532.74,2.8,2.16
SARLAPOLY,EQ,103.69,-1,865.84,2.03,2.11
RELTD,EQ,112.5,-0.27,2008.74,1.85,2.1
SGIL,EQ,466.75,-1.42,725.47,0.44,2.07
NELCAST,EQ,122.42,-5.43,1065.07,1.65,2.04
RBZJEWEL,BE,145,-1.53,580,1.41,2.03
HEUBACHIND,EQ,587.05,-0.85,1355.02,0.35,2.03
